fragment_smiles,total_count,molecule_count,rank,total_fraction,molecule_fraction
*c1ccsc1N=C=O,1,1,11637,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)N[C@@]2(CCc3ccccc3C2)C1=O,1,1,11638,4.008739051131467e-06,4.008739051131467e-06
*c1cc2ccc(F)cc2o1,1,1,11639,4.008739051131467e-06,4.008739051131467e-06
*[C@H](C)[C@@H](CC(=O)[O-])C(=O)[O-],1,1,11640,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ncccc1C#N,1,1,11641,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/N=C/c2cc([N+](=O)[O-])cc(Br)c2[O-])cc1,1,1,11642,4.008739051131467e-06,4.008739051131467e-06
*N1CC[C@H](Br)C1=O,1,1,11643,4.008739051131467e-06,4.008739051131467e-06
*c1cnc2c(C#N)cccc2c1Cl,1,1,11644,4.008739051131467e-06,4.008739051131467e-06
*c1cnc(N)o1,1,1,11645,4.008739051131467e-06,4.008739051131467e-06
*[NH2+][C@H]1CCOc2cc3c(cc21)OCO3,1,1,11646,4.008739051131467e-06,4.008739051131467e-06
*c1cc(O)oc2cc(=[NH+]C(=O)[C@H](C)[NH3+])ccc1-2,1,1,11647,4.008739051131467e-06,4.008739051131467e-06
*c1n[nH]c2ccc(Cl)cc12,1,1,11648,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C(C#N)=C(N)N=C2ONC(C(C)(C)C)=C21,1,1,11649,4.008739051131467e-06,4.008739051131467e-06
*c1n[nH]c2c1[C@@H](c1cc3c(cc1Br)OCO3)C(C#N)=C(N)O2,1,1,11650,4.008739051131467e-06,4.008739051131467e-06
*c1nc2n(n1)[C@H](c1c(F)cccc1Cl)CC(c1ccccc1)=N2,1,1,11651,4.008739051131467e-06,4.008739051131467e-06
*n1c2ccccc2c2cc(Cl)ccc21,1,1,11652,4.008739051131467e-06,4.008739051131467e-06
*c1cccc2cc(C#N)c(=O)[nH]c12,1,1,11653,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1[NH+]=c2ccccc2=C1CC,1,1,11654,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CCCC[C@@]1(O)C1(C#N)CCC1,1,1,11655,4.008739051131467e-06,4.008739051131467e-06
*N1C[C@H](C(=O)[O-])c2ccccc21,1,1,11656,4.008739051131467e-06,4.008739051131467e-06
*SC(=[NH2+])N/N=C(\C)c1ccc(Cl)cc1,1,1,11657,4.008739051131467e-06,4.008739051131467e-06
*[C@@]1(Cl)C(=O)C(Cl)=C(C(C)(C)C)C(=O)[C@@H]1Cl,1,1,11658,4.008739051131467e-06,4.008739051131467e-06
*c1nc2sccn2c1/C=C/c1n[nH]cc1C=O,1,1,11659,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c(c(C#N)c1N)CCCCCC2,1,1,11660,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](O)[C@@H](C)CCC,1,1,11661,4.008739051131467e-06,4.008739051131467e-06
*c1cccnc1/C([O-])=N/S(=O)(=O)c1ccc(F)cc1,1,1,11662,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H](C)[S@@](=O)c1cccc(F)c1,1,1,11663,4.008739051131467e-06,4.008739051131467e-06
*CC1=NC(=O)C2=C(c3ccc(F)cc3)CSC2=N1,1,1,11664,4.008739051131467e-06,4.008739051131467e-06
*c1cccc(C#Cc2ccccc2)c1N,1,1,11665,4.008739051131467e-06,4.008739051131467e-06
*c1nc([C@@H]2CCCc3ccccc32)no1,1,1,11666,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H](O)[C@]1(C[NH3+])CCc2ccccc21,1,1,11667,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNC(=O)/C=C/c1cccs1,1,1,11668,4.008739051131467e-06,4.008739051131467e-06
*N1CCc2ccccc2[C@@H]1CO,1,1,11669,4.008739051131467e-06,4.008739051131467e-06
*[C@H](C)[C@@H](C)[C@@H]1CCCc2cccnc21,1,1,11670,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CC(c2ccccc2)=NN1C(=O)CC,1,1,11671,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNC(=O)/C=C/c1ccc(Cl)c(Cl)c1,1,1,11672,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccccc1O,1,1,11673,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/C=C/c1nc2c(s1)CCC2,1,1,11674,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1N=C(c2cccc(Cl)c2)N=C2CC(=O)NN21,1,1,11675,4.008739051131467e-06,4.008739051131467e-06
*c1cc2ccccc2c(=O)s1,1,1,11676,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C(=O)N/N=C\c1c(F)cccc1Cl,1,1,11677,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)N=C([O-])/C(=C/C=C/c2ccccc2[N+](=O)[O-])C1=O,1,1,11678,4.008739051131467e-06,4.008739051131467e-06
*C1(/C(N)=N\O)CCCC1,1,1,11679,4.008739051131467e-06,4.008739051131467e-06
*c1n[nH]c2c1[C@H](c1c(F)cccc1Cl)C(C#N)=C(N)O2,1,1,11680,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C2/NC(=O)NC2=O)cc1Cl,1,1,11681,4.008739051131467e-06,4.008739051131467e-06
*n1ncnc1C=C1CC[NH2+]CC1,1,1,11682,4.008739051131467e-06,4.008739051131467e-06
*N1C[C@H](CC[NH3+])c2ccccc21,1,1,11683,4.008739051131467e-06,4.008739051131467e-06
*[C@H]([NH3+])CCCC(=O)[O-],1,1,11684,4.008739051131467e-06,4.008739051131467e-06
*c1nc(C=O)c2ccccn12,1,1,11685,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]([NH3+])C[C@H](C)CC(=O)[O-],1,1,11686,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=C\c2cccc(Br)c2)NC1=S,1,1,11687,4.008739051131467e-06,4.008739051131467e-06
*N1/C(=N/C(=O)CCC)S[C@@H]2CS(=O)(=O)C[C@@H]21,1,1,11688,4.008739051131467e-06,4.008739051131467e-06
*N1CCC[C@@H]1C1[NH+]=c2ccccc2=[NH+]1,1,1,11689,4.008739051131467e-06,4.008739051131467e-06
*c1cnc(N)c(Br)c1,1,1,11690,4.008739051131467e-06,4.008739051131467e-06
*CC[S@](=O)c1cccc(F)c1,1,1,11691,4.008739051131467e-06,4.008739051131467e-06
*c1nc2ccccn2c1F,1,1,11692,4.008739051131467e-06,4.008739051131467e-06
*N1NC(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C1=O,1,1,11693,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)N(CC(=O)C(C)(C)C)c2ccccc2S1(=O)=O,1,1,11694,4.008739051131467e-06,4.008739051131467e-06
*N/C([S-])=[NH+]/CCCC,1,1,11695,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(S(=O)(=O)[N-]/N=C/C2=Cc3cc(Cl)cc(Cl)c3OC2)cc1[N+](=O)[O-],1,1,11696,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](O)CC[C@H]1COc2ccccc21,1,1,11697,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1N=C(c2ccc3nc([O-])oc3c2)CS1,1,1,11698,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1Cc2cc([N+](=O)[O-])ccc2N2CCCC[C@H]12,1,1,11699,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C/C=C/C)C(=O)[O-],1,1,11700,4.008739051131467e-06,4.008739051131467e-06
*[C@H](C)CC(=O)N([C@@H]1CCS(=O)(=O)C1)N(C)C,1,1,11701,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=C\c2ccc3c(c2)OCO3)N=C1c1ccccc1Br,1,1,11702,4.008739051131467e-06,4.008739051131467e-06
*c1csc(NN=Cc2ccc(Br)cc2)n1,1,1,11703,4.008739051131467e-06,4.008739051131467e-06
*c1nc2s/c(=C\c3cccc(F)c3)c(=O)n2n1,1,1,11704,4.008739051131467e-06,4.008739051131467e-06
*N1CCN(C2c3ccccc3-c3ccccc32)CC1,1,1,11705,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1Nc2ccccc2NC2=C1C(=O)CC2,1,1,11706,4.008739051131467e-06,4.008739051131467e-06
*[NH2+][C@@H]1CCc2cc(Br)ccc21,1,1,11707,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C)S(=O)(=O)c1ccc2c(c1)OCCCO2,1,1,11708,4.008739051131467e-06,4.008739051131467e-06
*[C@H]([C@@H]1CCCc2ccccc21)[C@@H](C)CC,1,1,11709,4.008739051131467e-06,4.008739051131467e-06
*C1CCC2(CC1)CNc1c[nH+]ccc1N2,1,1,11710,4.008739051131467e-06,4.008739051131467e-06
*N1CC/C(=N/O)c2ccccc21,1,1,11711,4.008739051131467e-06,4.008739051131467e-06
*c1nc2n(n1)[C@H](c1ccccc1Cl)CC(c1ccc(Br)cc1)=N2,1,1,11712,4.008739051131467e-06,4.008739051131467e-06
*c1coc2ccc(Cl)cc12,1,1,11713,4.008739051131467e-06,4.008739051131467e-06
*c1nc(S(=O)(=O)c2ccc(F)cc2)c(S(=O)(=O)CC(N)=O)o1,1,1,11714,4.008739051131467e-06,4.008739051131467e-06
*c1c(Cl)cc(Cl)cc1/C=N/NC(N)=S,1,1,11715,4.008739051131467e-06,4.008739051131467e-06
*C/C=C/c1csc([N+](=O)[O-])c1,1,1,11716,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC(=O)C2=C(C1)Nc1nc(N)nn1[C@@H]2c1ccccc1Br,1,1,11717,4.008739051131467e-06,4.008739051131467e-06
*N1N=C(C(F)(F)F)C(=Cc2ccc3c(c2)OCO3)C1=O,1,1,11718,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(Br)cc1/C=C1\C(=O)Nc2ccc(Br)cc21,1,1,11719,4.008739051131467e-06,4.008739051131467e-06
*c1noc2c1C[NH2+]CC2,1,1,11720,4.008739051131467e-06,4.008739051131467e-06
*c1cnc([O-])[nH]c1=O,1,1,11721,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CCCN(CN2C(=O)C(=O)c3c(Cl)cccc32)C1,1,1,11722,4.008739051131467e-06,4.008739051131467e-06
*N1CC[C@@H]2OCCC[C@H]2C1,1,1,11723,4.008739051131467e-06,4.008739051131467e-06
*[C@]1(O)CCC[C@]12C=CCO2,1,1,11724,4.008739051131467e-06,4.008739051131467e-06
*ONN,1,1,11725,4.008739051131467e-06,4.008739051131467e-06
*c1nc[nH+]c2c1CC[NH2+]CC2,1,1,11726,4.008739051131467e-06,4.008739051131467e-06
*n1ccc2c(cnc3ccnn32)c1=O,1,1,11727,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@@H]2C3c4ccccc4C(Cl)(c4ccccc43)[C@@H]2C1=O,1,1,11728,4.008739051131467e-06,4.008739051131467e-06
*OS(=O)(=O)c1cccc2cccnc12,1,1,11729,4.008739051131467e-06,4.008739051131467e-06
*c1ccc([S@](=O)C(F)(F)F)cc1,1,1,11730,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C(Cl)(C(F)(F)F)C(F)(F)F,1,1,11731,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=C2/C(=O)N(C(C)=O)c3ccccc32)SC1=S,1,1,11732,4.008739051131467e-06,4.008739051131467e-06
*C[S@@](=O)(=NC)c1ccccc1,1,1,11733,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=N\Nc2ccccc2[N+](=O)[O-])cc1,1,1,11734,4.008739051131467e-06,4.008739051131467e-06
*C[S@@](=O)CC(=C)Cl,1,1,11735,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](CC)[C@H](C)CCC,1,1,11736,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1C=c2sccc2=N1,1,1,11737,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/C(C#N)=C/c1ccc[nH]1,1,1,11738,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](C)[C@](O)(C(=O)[O-])C(C)C,1,1,11739,4.008739051131467e-06,4.008739051131467e-06
*CC[C@H](C)CCCl,1,1,11740,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](O)C[C@H](C)CCC,1,1,11741,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@@](C#N)(CC=C)[C@@H](C)C#CCC,1,1,11742,4.008739051131467e-06,4.008739051131467e-06
*SC(=[NH2+])NN=C1CCCCC1,1,1,11743,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC(=O)C2=C(C1)Nc1ncnn1[C@H]2c1cccc(Cl)c1Cl,1,1,11744,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NN1C(=O)[C@@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C1=O,1,1,11745,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNC1=CC(=NS(=O)(=O)c2ccc(Cl)cc2)C2=C(CC=CC2)C1=O,1,1,11746,4.008739051131467e-06,4.008739051131467e-06
*C1SCSCS1,1,1,11747,4.008739051131467e-06,4.008739051131467e-06
*C/C(C)=C/c1ccc(C#N)cc1,1,1,11748,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](O)[C@@H](O)[C@H](O)CO,1,1,11749,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)/C(C)=N/O,1,1,11750,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC12CCCC2,1,1,11751,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C/c2cc[nH]c(=S)n2)cc1,1,1,11752,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2nc(Cl)cc(Cl)c2c1,1,1,11753,4.008739051131467e-06,4.008739051131467e-06
*[C@H](CC#N)C(=O)/C=N/N1CCOC1=O,1,1,11754,4.008739051131467e-06,4.008739051131467e-06
*C(=O)CCC1=NC(=O)C2=C3CCCCC[C@@H]3SC2=N1,1,1,11755,4.008739051131467e-06,4.008739051131467e-06
*NC(=S)N/N=C\c1ccc2c(c1)OCO2,1,1,11756,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCCN1CN1CCSC1=S,1,1,11757,4.008739051131467e-06,4.008739051131467e-06
*N(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,1,1,11758,4.008739051131467e-06,4.008739051131467e-06
*CC(=O)N/N=C\c1ccc(Cl)c(Cl)c1,1,1,11759,4.008739051131467e-06,4.008739051131467e-06
*C/C(=C\c1ccccn1)C(C)C,1,1,11760,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCC2=C3C(=O)N=C(c4ccc([N+](=O)[O-])cc4)N=C3S[C@H]2C1,1,1,11761,4.008739051131467e-06,4.008739051131467e-06
*N1/C(=N/C(=O)CCCC(=O)[O-])S[C@@H]2CS(=O)(=O)C[C@@H]21,1,1,11762,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=N/Nc2ccc([N+](=O)[O-])cn2)cc1O,1,1,11763,4.008739051131467e-06,4.008739051131467e-06
*N1CCc2c1[nH+]c1c(c2N)CCCC1,1,1,11764,4.008739051131467e-06,4.008739051131467e-06
*CC(=O)NNc1ccc([N+](=O)[O-])cc1,1,1,11765,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c(cc1F)NC(=O)CC2,1,1,11766,4.008739051131467e-06,4.008739051131467e-06
*[NH+]1CCCCC[C@@H]1/C=C/c1ccccc1,1,1,11767,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1S/C(=N\N=C\c2cccs2)NC1=O,1,1,11768,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c(cc1/C=C1\SC(=S)NC1=O)OCO2,1,1,11769,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc2c(c1)NCCS2,1,1,11770,4.008739051131467e-06,4.008739051131467e-06
*c1cc(Br)c2nc([S-])sc2c1,1,1,11771,4.008739051131467e-06,4.008739051131467e-06
*N1CCN(/N=C\c2ccccc2F)CC1,1,1,11772,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)/C(C)=N\O,1,1,11773,4.008739051131467e-06,4.008739051131467e-06
*n1cc(/C=C2\SC(N3CCOCC3)=NC2=O)c2ccccc21,1,1,11774,4.008739051131467e-06,4.008739051131467e-06
*c1cn2ccnc2s1,1,1,11775,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C1=NC=C([N+](=O)[O-])C1,1,1,11776,4.008739051131467e-06,4.008739051131467e-06
*CC/C=C(/C)c1cccnc1,1,1,11777,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@@](C)(Cl)CS(=O)(=O)c1ccccc1[N+](=O)[O-],1,1,11778,4.008739051131467e-06,4.008739051131467e-06
*c1ncc(/C=C2\CCc3cc(O)ccc3C2=O)cn1,1,1,11779,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNC(C)(C)C,1,1,11780,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@@H]2[C@H]3C[C@H]([C@H](Br)[C@@H]3Br)[C@@H]2C1=O,1,1,11781,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)[C@H](N)[C@@H]1CCCc2cccnc21,1,1,11782,4.008739051131467e-06,4.008739051131467e-06
*CC(=O)NNc1ccc(Cl)cc1Cl,1,1,11783,4.008739051131467e-06,4.008739051131467e-06
*C/C(C)=C/c1ccc2c(c1)CCO2,1,1,11784,4.008739051131467e-06,4.008739051131467e-06
*CCCN1C(=O)/C(=N\O)c2c(Cl)cccc21,1,1,11785,4.008739051131467e-06,4.008739051131467e-06
*/N=C\c1cccnc1,1,1,11786,4.008739051131467e-06,4.008739051131467e-06
*c1nc2ccccn2c1/C=C/C(=O)[O-],1,1,11787,4.008739051131467e-06,4.008739051131467e-06
*[C@H](CO)[C@@H](C)[NH3+],1,1,11788,4.008739051131467e-06,4.008739051131467e-06
*n1c(=O)[nH]c2c(c1=O)CC[C@@H]2SC#N,1,1,11789,4.008739051131467e-06,4.008739051131467e-06
*c1n[nH]c2c1[C@H]([C@H]1C=CCCC1)C(C#N)=C(N)O2,1,1,11790,4.008739051131467e-06,4.008739051131467e-06
*c1nc2nccc(Cl)c2s1,1,1,11791,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)C[C@@H](C)Cl,1,1,11792,4.008739051131467e-06,4.008739051131467e-06
*[C@](O)(C(=O)[O-])C(C)C,1,1,11793,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2ncc3c(c2c1)NCCNC3=O,1,1,11794,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1C[C@H](Cl)CCO1,1,1,11795,4.008739051131467e-06,4.008739051131467e-06
*c1nc2c(c(=O)[nH]1)[C@H](c1ccncc1)CC(O)=N2,1,1,11796,4.008739051131467e-06,4.008739051131467e-06
*[C@H](Cl)CC,1,1,11797,4.008739051131467e-06,4.008739051131467e-06
*CCCCC(=O)NN1Cc2ccccc2C1,1,1,11798,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(Br)cc1/C=C(\C#N)C(N)=O,1,1,11799,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=C\c2cccc(Cl)c2)SC1=S,1,1,11800,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1S/C(=N/N=C2CCCCCC2)NC1=O,1,1,11801,4.008739051131467e-06,4.008739051131467e-06
*C(=O)CCCS(=O)(=O)c1ccc(Br)cc1,1,1,11802,4.008739051131467e-06,4.008739051131467e-06
*[C@H](O)[C@@H](F)C(=O)[O-],1,1,11803,4.008739051131467e-06,4.008739051131467e-06
*n1c(/C=C\c2c[nH]c3ccccc23)nc2ccccc2c1=O,1,1,11804,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1COc2ccccc2[C@@H]1[NH3+],1,1,11805,4.008739051131467e-06,4.008739051131467e-06
*c1ncc(Br)cc1Br,1,1,11806,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CO[C@@H]2CCC(=O)N12,1,1,11807,4.008739051131467e-06,4.008739051131467e-06
*c1cnc2ccc(I)cn12,1,1,11808,4.008739051131467e-06,4.008739051131467e-06
*n1c(=O)[nH]c2ncccc2c1=O,1,1,11809,4.008739051131467e-06,4.008739051131467e-06
*CCS(=O)(=O)c1ccc([N+](=O)[O-])cc1,1,1,11810,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@H]2CC[C@H]3CCCC[C@@H]3N2C1=O,1,1,11811,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(N/N=C/c2ccc([N+](=O)[O-])o2)c([N+](=O)[O-])c1,1,1,11812,4.008739051131467e-06,4.008739051131467e-06
*[C@H](C)C(=O)/N=c1/[nH]c2ccccc2s1,1,1,11813,4.008739051131467e-06,4.008739051131467e-06
*N(C)S(=O)(=O)N1CCCC1,1,1,11814,4.008739051131467e-06,4.008739051131467e-06
*N1CC[NH+](CN2CCN(CN3C(=O)C(=O)c4ccccc43)CC2)CC1,1,1,11815,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1Nc2ncnn2C(N)=[NH+]1,1,1,11816,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C(\C#N)S(=O)(=O)c2ccccc2)o1,1,1,11817,4.008739051131467e-06,4.008739051131467e-06
*[C@H]([NH3+])CCC(C)(C)C,1,1,11818,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc(N)cc1F,1,1,11819,4.008739051131467e-06,4.008739051131467e-06
*c1cc([N+](=O)[O-])c[nH]1,1,1,11820,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)c2oc3ccccc3c(=O)c2[C@@H]1c1cccc(O)c1,1,1,11821,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@@H]1COc2ccc(Br)cc21,1,1,11822,4.008739051131467e-06,4.008739051131467e-06
*CC[C@@H]([NH3+])C(C)(C)C,1,1,11823,4.008739051131467e-06,4.008739051131467e-06
*C[C@@H](O)[C@@H](O)C(F)(F)F,1,1,11824,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1COc2ccc3ccccc3c2[C@H]1[NH3+],1,1,11825,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1Cc2ccccc2[C@@H]1Cl,1,1,11826,4.008739051131467e-06,4.008739051131467e-06
*[C@@]12CCCC(=C)[C@H]1[C@@H](O)[C@H](C(=C)C(=O)[O-])CC2,1,1,11827,4.008739051131467e-06,4.008739051131467e-06
*[C@H](C)C(N)=[NH2+],1,1,11828,4.008739051131467e-06,4.008739051131467e-06
*C1=C[C@@H]([C@@H]2NN[C@H](S)N2/N=C/c2ccccc2F)N=N1,1,1,11829,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CO[C@H]2c3ccccc3CC[C@@H]2[NH2+]1,1,1,11830,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C(=O)N[C@]23CCCC[C@@H]2[C@H]1c1ccccc1O3,1,1,11831,4.008739051131467e-06,4.008739051131467e-06
*N1CC(=O)N2CSC[C@@H]2C1=O,1,1,11832,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNc1ccc(Cl)c(F)c1,1,1,11833,4.008739051131467e-06,4.008739051131467e-06
*C/C=C(\C)Cl,1,1,11834,4.008739051131467e-06,4.008739051131467e-06
*OC1=CCN2CC[C@H](O)[C@@H]12,1,1,11835,4.008739051131467e-06,4.008739051131467e-06
*N1CCCN(/C(=C/C#N)c2ccc(F)cc2)CC1,1,1,11836,4.008739051131467e-06,4.008739051131467e-06
*CC/C([O-])=N/S(=O)(=O)c1cc([N+](=O)[O-])ccc1Br,1,1,11837,4.008739051131467e-06,4.008739051131467e-06
*OS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,1,1,11838,4.008739051131467e-06,4.008739051131467e-06
*CC(=O)N/N=C(\C)c1cc(O)ccc1O,1,1,11839,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)C(=O)CC=C,1,1,11840,4.008739051131467e-06,4.008739051131467e-06
*NC(=S)N/N=C1\C(=O)N(CC=C)c2ccc(Br)cc21,1,1,11841,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C2\Sc3ccccc3NC2=O)cc1,1,1,11842,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1OC(c2ccc(Cl)c(Cl)c2)=NN1C(C)=O,1,1,11843,4.008739051131467e-06,4.008739051131467e-06
*c1cnc2sc3c(n2c1=O)CCCCC3,1,1,11844,4.008739051131467e-06,4.008739051131467e-06
*CC[C@H](C)C(C)=O,1,1,11845,4.008739051131467e-06,4.008739051131467e-06
*N1C(=N)S/C(=C\c2ccc([N+](=O)[O-])cc2)C1=O,1,1,11846,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNS(=O)(=O)c1ccc(Br)s1,1,1,11847,4.008739051131467e-06,4.008739051131467e-06
*C(=O)CN1C(=O)CCS(=O)(=O)c2ccccc21,1,1,11848,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)c2oc3ccc(F)cc3c(=O)c2[C@@H]1c1ccccc1,1,1,11849,4.008739051131467e-06,4.008739051131467e-06
*N/C(=[NH+]/C)N1CC2(CCCC2)c2ccccc21,1,1,11850,4.008739051131467e-06,4.008739051131467e-06
*c1ccnc(Br)n1,1,1,11851,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](C)CBr,1,1,11852,4.008739051131467e-06,4.008739051131467e-06
*n1c(=O)oc(=O)c2cc(Br)cc(Cl)c21,1,1,11853,4.008739051131467e-06,4.008739051131467e-06
*[C@](C)([NH3+])CCC(C)C,1,1,11854,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1N=NC(=S)N1/N=C/c1ccccc1,1,1,11855,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCCCN1S(=O)(=O)N1CCSCC1,1,1,11856,4.008739051131467e-06,4.008739051131467e-06
*CCCC(=O)N(C)OC,1,1,11857,4.008739051131467e-06,4.008739051131467e-06
*c1cc(S(=O)(=O)[O-])c(N)c2c1C(=O)c1ccccc1C2=O,1,1,11858,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc(O)c(N)c1,1,1,11859,4.008739051131467e-06,4.008739051131467e-06
*O[P@@](C)(=O)Nc1ccccn1,1,1,11860,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CCC[NH2+]CC1,1,1,11861,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2c(c1)NC(=O)C2,1,1,11862,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/C(C#N)=C/c1c(Cl)cccc1Cl,1,1,11863,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CCc2cccc3c2N1CCC3,1,1,11864,4.008739051131467e-06,4.008739051131467e-06
*c1nn2c(=O)/c(=C3\C(=O)N(CC)c4ccccc43)sc2nc1=O,1,1,11865,4.008739051131467e-06,4.008739051131467e-06
*c1cc(/C=N/N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C=C[C@H]3C2)ccc1O,1,1,11866,4.008739051131467e-06,4.008739051131467e-06
*[C@H](O)C[C@@H](C)CC,1,1,11867,4.008739051131467e-06,4.008739051131467e-06
*OC(=C)c1ccccc1,1,1,11868,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)NC(=N)[C@]12CCc1cc(Br)ccc1C2,1,1,11869,4.008739051131467e-06,4.008739051131467e-06
*c1cccc(/C=C(/C#N)C(=O)[O-])c1,1,1,11870,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C[C@@]1(O)C(=O)N(CC)c2ccc(Br)cc21,1,1,11871,4.008739051131467e-06,4.008739051131467e-06
